Strike,Moneyness,Bid,Mid,Ask,Last,Change,%Chg,Volume,"Open Int","OI Chg",Delta,IV,Type,"Last Trade"
"6,250.00",-3.29%,14.10,14.40,14.70,15.10,-2.02,-11.80%,"3,330","19,140",-87,0.16229,9.21%,Call,12/13/24
"6,255.00",-3.37%,13.20,13.55,13.90,14.40,-2.51,-14.84%,12,189,+1,0.15484,9.19%,Call,12/13/24
"6,260.00",-3.45%,12.50,12.80,13.10,13.50,-1.86,-12.11%,85,"2,887",+5,0.14797,9.18%,Call,12/13/24
"6,265.00",-3.54%,11.70,12.05,12.40,12.80,-4.10,-24.26%,19,119,unch,0.14109,9.17%,Call,12/13/24
"6,270.00",-3.62%,11.10,11.40,11.70,11.60,-2.75,-19.16%,27,342,+2,0.13619,9.22%,Call,12/13/24
"6,275.00",-3.70%,10.60,10.75,10.90,11.10,-2.67,-19.39%,445,"1,481",-4,0.12862,9.16%,Call,12/13/24
"6,280.00",-3.78%,10.00,10.15,10.30,10.60,+10.60,unch,50,669,unch,0.12272,9.16%,Call,12/13/24
"6,285.00",-3.87%,9.40,9.55,9.70,9.84,-1.86,-15.90%,7,70,+13,0.11681,9.16%,Call,12/13/24
"6,290.00",-3.95%,8.80,9.00,9.20,9.25,-4.45,-32.48%,11,368,unch,0.11126,9.15%,Call,12/13/24
"6,295.00",-4.03%,8.30,8.45,8.60,8.70,+8.70,unch,28,66,unch,0.10569,9.14%,Call,12/13/24
"6,300.00",-4.11%,7.80,7.95,8.10,7.95,-1.55,-16.32%,430,"15,062",-189,0.10050,9.14%,Call,12/13/24
"5,805.00",-4.07%,23.10,23.45,23.80,20.70,unch,unch,0,792,-25,-0.15774,15.12%,Put,12/12/24
"5,810.00",-3.98%,23.50,23.85,24.20,25.50,+2.14,+9.16%,5,772,+5,-0.16076,15.02%,Put,12/13/24
"5,815.00",-3.90%,23.90,24.30,24.70,23.50,-0.07,-0.30%,14,217,-3,-0.16400,14.92%,Put,12/13/24
"5,820.00",-3.82%,24.50,24.75,25.00,24.00,-0.32,-1.32%,124,"1,557",+105,-0.16727,14.83%,Put,12/13/24
"5,825.00",-3.74%,24.90,25.20,25.50,24.60,+0.10,+0.41%,398,"2,891",+125,-0.17059,14.73%,Put,12/13/24
"5,830.00",-3.65%,25.40,25.75,26.10,24.90,-0.73,-2.85%,10,567,+2,-0.17428,14.66%,Put,12/13/24
"5,835.00",-3.57%,25.90,26.20,26.50,25.40,+2.60,+11.40%,275,480,+12,-0.17769,14.55%,Put,12/13/24
"5,840.00",-3.49%,26.40,26.75,27.10,24.40,-2.17,-8.17%,13,799,-1,-0.18147,14.47%,Put,12/13/24
"5,845.00",-3.41%,26.90,27.25,27.60,27.49,+1.37,+5.25%,2,160,+3,-0.18591,14.42%,Put,12/13/24
"5,850.00",-3.32%,27.50,27.80,28.10,27.75,+0.25,+0.91%,383,"13,604",+149,-0.18896,14.27%,Put,12/13/24
"5,855.00",-3.24%,28.00,28.35,28.70,25.65,-2.65,-9.36%,2,643,-1,-0.19307,14.19%,Put,12/13/24
"5,860.00",-3.16%,28.50,28.90,29.30,27.45,-0.25,-0.90%,6,315,unch,-0.19705,14.10%,Put,12/13/24
"5,865.00",-3.08%,29.20,29.50,29.80,28.69,unch,unch,0,"1,449",+1,-0.20124,14.01%,Put,12/12/24
"5,870.00",-2.99%,29.70,30.05,30.40,29.50,+1.00,+3.51%,13,306,unch,-0.20541,13.91%,Put,12/13/24
"5,875.00",-2.91%,30.40,30.70,31.00,29.40,-0.85,-2.81%,337,"6,050",+206,-0.20986,13.83%,Put,12/13/24
"5,880.00",-2.83%,31.00,31.30,31.60,32.70,+2.90,+9.73%,8,996,+1,-0.21434,13.73%,Put,12/13/24
"5,885.00",-2.74%,31.50,31.90,32.30,32.00,+1.20,+3.90%,37,341,+175,-0.21920,13.65%,Put,12/13/24
"5,890.00",-2.66%,32.20,32.60,33.00,34.27,+1.27,+3.85%,6,803,-2,-0.22369,13.54%,Put,12/13/24
"5,895.00",-2.58%,32.90,33.25,33.60,31.68,+3.88,+13.96%,168,411,+44,-0.22840,13.45%,Put,12/13/24
"5,900.00",-2.50%,33.60,33.95,34.30,32.67,-2.03,-5.85%,"1,473","34,423","+3,705",-0.23334,13.35%,Put,12/13/24
"5,905.00",-2.41%,34.20,34.65,35.10,34.39,+34.39,unch,10,822,unch,-0.23761,13.21%,Put,12/13/24
"5,910.00",-2.33%,35.00,35.40,35.80,36.00,+2.19,+6.48%,1,413,unch,-0.24353,13.17%,Put,12/13/24
"5,915.00",-2.25%,35.80,36.20,36.60,31.80,unch,unch,0,"1,757",+329,-0.24893,13.09%,Put,12/12/24
"5,920.00",-2.17%,36.50,36.90,37.30,35.30,-0.20,-0.56%,31,400,+52,-0.25425,12.98%,Put,12/13/24
"5,925.00",-2.08%,37.30,37.65,38.00,36.78,-1.30,-3.41%,659,"8,361",+24,-0.25969,12.88%,Put,12/13/24
"5,930.00",-2.00%,38.10,38.45,38.80,38.50,+2.15,+5.91%,72,259,+26,-0.26548,12.79%,Put,12/13/24
"5,935.00",-1.92%,38.80,39.25,39.70,36.09,+0.83,+2.35%,4,388,-1,-0.27108,12.69%,Put,12/13/24
"5,940.00",-1.84%,39.80,40.15,40.50,38.52,+0.44,+1.16%,101,575,+108,-0.27717,12.60%,Put,12/13/24
"5,945.00",-1.75%,40.60,41.00,41.40,38.20,unch,unch,113,434,-1,-0.28339,12.50%,Put,12/12/24
"5,950.00",-1.67%,41.50,41.90,42.30,41.38,-1.27,-2.98%,124,"16,587",+432,-0.28968,12.41%,Put,12/13/24
"5,955.00",-1.59%,42.40,42.85,43.30,41.90,+6.00,+16.71%,20,357,+47,-0.29623,12.32%,Put,12/13/24
"5,960.00",-1.51%,42.90,43.70,44.50,42.40,+2.80,+7.07%,66,443,+9,-0.30259,12.21%,Put,12/13/24
"5,965.00",-1.42%,43.90,44.70,45.50,42.85,+3.35,+8.48%,94,346,-15,-0.30965,12.11%,Put,12/13/24
"5,970.00",-1.34%,45.10,45.80,46.50,44.30,+1.62,+3.80%,7,"2,038",+1,-0.31676,12.03%,Put,12/13/24
"5,975.00",-1.26%,46.20,46.85,47.50,45.00,-1.50,-3.23%,381,"5,619",+23,-0.32396,11.94%,Put,12/13/24
"5,980.00",-1.17%,47.20,47.90,48.60,45.50,+3.90,+9.38%,23,"1,214",+39,-0.33145,11.84%,Put,12/13/24
"5,985.00",-1.09%,48.30,49.05,49.80,47.62,+5.32,+12.58%,1,228,+20,-0.33899,11.76%,Put,12/13/24
"5,990.00",-1.01%,49.40,50.15,50.90,51.40,+2.20,+4.47%,10,249,+22,-0.34686,11.66%,Put,12/13/24
"5,995.00",-0.93%,50.60,51.35,52.10,50.06,+1.75,+3.62%,10,196,unch,-0.35501,11.57%,Put,12/13/24
"6,000.00",-0.84%,51.60,52.40,53.20,50.75,-1.30,-2.50%,"3,788","39,769",-520,-0.36279,11.45%,Put,12/13/24
"6,005.00",-0.76%,53.00,53.80,54.60,55.20,+3.52,+6.81%,5,342,+28,-0.37157,11.38%,Put,12/13/24
"6,010.00",-0.68%,54.30,55.10,55.90,54.90,+1.46,+2.73%,7,822,+23,-0.38014,11.26%,Put,12/13/24
"6,015.00",-0.60%,55.40,56.30,57.20,57.70,+4.20,+7.85%,2,308,-2,-0.38888,11.17%,Put,12/13/24
"6,020.00",-0.51%,56.80,57.70,58.60,56.43,+7.63,+15.64%,49,203,-1,-0.39809,11.09%,Put,12/13/24
"6,025.00",-0.43%,58.20,59.00,59.80,57.87,+1.17,+2.06%,215,"2,135",-44,-0.40702,10.98%,Put,12/13/24
"6,030.00",-0.35%,59.60,60.55,61.50,57.80,-2.20,-3.67%,23,446,+2,-0.41637,10.90%,Put,12/13/24
"6,035.00",-0.27%,61.20,62.10,63.00,60.37,+3.87,+6.85%,4,417,-6,-0.42671,10.81%,Put,12/13/24
"6,040.00",-0.18%,62.70,63.50,64.30,60.80,-1.29,-2.08%,88,809,+23,-0.43628,10.70%,Put,12/13/24
"6,045.00",-0.10%,64.30,65.25,66.20,63.76,+3.16,+5.21%,65,144,unch,-0.44692,10.63%,Put,12/13/24
"6,050.00",-0.02%,66.00,66.80,67.60,66.30,+0.95,+1.45%,"10,131","14,804","+3,140",-0.45742,10.45%,Put,12/13/24
"6,055.00",+0.06%,67.70,68.50,69.30,65.60,+0.80,+1.23%,84,651,-13,-0.46798,10.43%,Put,12/13/24
"6,060.00",+0.15%,69.50,70.30,71.10,69.45,-0.48,-0.69%,"1,330","1,360",+34,-0.47853,10.34%,Put,12/13/24
"6,065.00",+0.23%,71.30,72.10,72.90,69.03,+8.53,+14.10%,105,190,+2,-0.49004,10.25%,Put,12/13/24
"6,070.00",+0.31%,73.20,74.00,74.80,71.00,+5.35,+8.15%,269,672,-4,-0.50203,10.16%,Put,12/13/24
"6,075.00",+0.40%,75.20,76.00,76.80,73.82,-0.55,-0.74%,117,"2,096",+40,-0.51360,10.08%,Put,12/13/24
"6,080.00",+0.48%,77.20,78.10,79.00,75.78,+2.78,+3.81%,26,607,+159,-0.52562,10.01%,Put,12/13/24
"6,085.00",+0.56%,79.30,80.20,81.10,85.00,+7.58,+9.79%,10,529,+30,-0.53804,9.92%,Put,12/13/24
"6,090.00",+0.64%,81.40,82.30,83.20,79.80,-0.57,-0.71%,20,659,-59,-0.55062,9.83%,Put,12/13/24
"6,095.00",+0.73%,83.70,84.55,85.40,81.60,+8.80,+12.09%,20,39,unch,-0.56247,9.75%,Put,12/13/24
"6,100.00",+0.81%,86.00,86.75,87.50,86.05,-1.10,-1.26%,655,"10,099",+419,-0.57652,9.55%,Put,12/13/24
"6,105.00",+0.89%,88.30,89.25,90.20,88.43,+10.78,+13.88%,3,47,-1,-0.59010,9.47%,Put,12/13/24
"6,110.00",+0.97%,90.70,91.55,92.40,84.00,-6.63,-7.32%,1,177,-5,-0.60349,9.48%,Put,12/13/24
"6,115.00",+1.06%,93.20,94.15,95.10,85.60,unch,unch,0,141,-10,-0.62000,9.41%,Put,12/12/24
"6,120.00",+1.14%,95.80,96.75,97.70,101.41,+8.27,+8.88%,1,297,-18,-0.63254,9.32%,Put,12/13/24
"6,125.00",+1.22%,98.40,99.40,100.40,103.10,+8.80,+9.33%,229,"2,624",+121,-0.64546,9.24%,Put,12/13/24
"6,130.00",+1.30%,101.10,102.10,103.10,84.10,unch,unch,0,31,unch,-0.65916,9.14%,Put,12/06/24
"6,135.00",+1.39%,103.90,104.90,105.90,95.40,unch,unch,0,223,+12,-0.67219,9.06%,Put,12/12/24
"6,140.00",+1.47%,106.80,107.75,108.70,109.20,unch,unch,0,123,unch,-0.68737,8.97%,Put,12/09/24
"6,145.00",+1.55%,109.70,110.70,111.70,108.93,unch,unch,0,12,unch,-0.71396,8.87%,Put,12/10/24
"6,150.00",+1.63%,112.70,113.70,114.70,109.70,+8.60,+8.51%,51,"1,303",unch,-0.72712,8.76%,Put,12/13/24
"6,155.00",+1.72%,115.80,116.80,117.80,100.31,unch,unch,0,114,+4,-0.74024,8.65%,Put,12/12/24
"6,160.00",+1.80%,118.90,119.90,120.90,99.10,unch,unch,0,32,unch,-0.75375,8.53%,Put,12/11/24
"6,165.00",+1.88%,122.10,123.10,124.10,124.08,unch,unch,0,18,unch,-0.77728,8.41%,Put,12/09/24
"6,170.00",+1.97%,125.40,126.40,127.40,124.79,unch,unch,2,8,unch,-0.79990,8.28%,Put,12/13/24
"6,175.00",+2.05%,128.70,129.70,130.70,125.61,-2.43,-1.90%,5,36,unch,-0.81869,8.11%,Put,12/13/24
"6,180.00",+2.13%,132.10,133.10,134.10,115.69,unch,unch,0,6,unch,-0.84877,7.93%,Put,12/11/24
"6,185.00",+2.21%,135.60,136.60,137.60,112.61,unch,unch,0,5,unch,-0.87339,7.70%,Put,12/11/24
"6,190.00",+2.30%,139.20,140.15,141.10,123.30,unch,unch,0,3,unch,-0.92033,7.40%,Put,12/05/24
"6,195.00",+2.38%,142.70,143.70,144.70,0.00,unch,unch,0,0,unch,-0.93355,7.36%,Put,N/A
"6,200.00",+2.46%,146.40,147.40,148.40,142.17,+5.17,+3.77%,20,321,-2,0.00000,0.00%,Put,12/13/24
"6,205.00",+2.54%,150.10,151.10,152.10,144.20,unch,unch,0,17,unch,0.00000,0.00%,Put,12/09/24
"6,210.00",+2.63%,153.90,154.90,155.90,145.85,unch,unch,0,11,+1,0.00000,0.00%,Put,12/12/24
"6,215.00",+2.71%,157.70,158.70,159.70,162.71,unch,unch,0,2,unch,0.00000,0.00%,Put,12/03/24
"6,220.00",+2.79%,161.60,162.60,163.60,147.98,unch,unch,0,12,unch,0.00000,0.00%,Put,12/12/24
"6,225.00",+2.87%,165.50,166.50,167.50,148.49,unch,unch,5,73,unch,0.00000,0.00%,Put,12/13/24
"6,230.00",+2.96%,169.40,170.45,171.50,148.82,unch,unch,0,6,unch,0.00000,0.00%,Put,12/04/24
"6,235.00",+3.04%,173.40,174.45,175.50,168.90,unch,unch,0,11,unch,0.00000,0.00%,Put,12/09/24
"6,240.00",+3.12%,177.50,178.50,179.50,183.69,unch,unch,0,14,unch,0.00000,0.00%,Put,12/02/24
"6,245.00",+3.20%,181.60,182.60,183.60,172.34,unch,unch,0,2,+2,0.00000,0.00%,Put,12/12/24
"6,250.00",+3.29%,185.70,186.70,187.70,181.08,unch,unch,7,"1,111",unch,0.00000,0.00%,Put,12/13/24
"6,255.00",+3.37%,189.90,190.95,192.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,N/A
"6,260.00",+3.45%,194.10,195.15,196.20,161.18,unch,unch,0,"1,034",unch,0.00000,0.00%,Put,12/11/24
"6,265.00",+3.54%,198.40,199.40,200.40,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,N/A
"6,270.00",+3.62%,202.70,203.70,204.70,175.86,unch,unch,0,1,unch,0.00000,0.00%,Put,12/05/24
"6,275.00",+3.70%,207.00,208.05,209.10,207.12,unch,unch,0,5,unch,0.00000,0.00%,Put,12/02/24
"6,280.00",+3.78%,206.70,212.50,218.30,211.12,unch,unch,0,5,unch,0.00000,0.00%,Put,12/02/24
"6,285.00",+3.87%,211.10,216.70,222.30,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,N/A
"6,290.00",+3.95%,215.50,221.30,227.10,193.13,unch,unch,0,1,unch,0.00000,0.00%,Put,12/05/24
"6,295.00",+4.03%,219.80,225.50,231.20,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,N/A
"6,300.00",+4.11%,224.80,230.20,235.60,223.08,-4.63,-2.03%,10,17,-2,0.00000,0.00%,Put,12/13/24
"Downloaded from Barchart.com as of 12-15-2024 06:28pm CST"
